ID,date,item
T2723,2022-03-18,GLUCOSE (PARLE-G)
T2724,2022-03-18,COUNT (CADBURY FUSE)
T2726,2022-03-18,BANANA CHIPS/LACHA/OTHERS (NATIONAL)|MOULDED (DAIRY MILK SILK)
T2727,2022-03-18,BANANA CHIPS/LACHA/OTHERS (CHHEDAS)|SWEET/COOKIES (GOOD DAY CASHEW)|SALT CRACKER (MONACO)|SALT CRACKER (MONACO)|SALT CRACKER (NUTRICHOICE SIMPLE LITE CRACKR)
T2728,2022-03-18,READY TO EAT CEREALS (KELLOGG'S CORNFLAKE CORN)|SWEET/COOKIES (BISK FARM JUST GINGER)|DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T2732,2022-03-18,MARIE (MARIE GOLD REGULAR)|GLUCOSE (PARLE-G)|SWEET/COOKIES (GOOD DAY BUTTER)|SWEET/COOKIES (GOOD DAY CASHEW)|SALT CRACKER (MONACO)
T2740,2022-03-18,BLENDED (EVEREST)
T2741,2022-03-19,GLUCOSE (PARLE-G)
T2744,2022-03-19,TRADITIONAL (PRIL PERFECT)
T2745,2022-03-19,PALMOLEIN REFINED OIL (01/03) (RUCHI GOLD)
T2748,2022-03-19,INSTANT COFFEE (NESCAFE CLASSIC)
T2751,2022-03-19,BANANA CHIPS/LACHA/OTHERS (NATIONAL)|MARIE (MARIE GOLD REGULAR)|SWEET/COOKIES (NICE TIME)|CREAM (OREO VANILLA)
T2753,2022-03-19,HOT CEREALS (SAFFOLA)
T2757,2022-03-19,EXTRUDED SNACKS (CHHEDAS)
T2758,2022-03-19,JAMS (KISSAN)|BUTTER (AMUL)
T2759,2022-03-19,INSTANT NOODLES (MAGGI MASALA)
T2760,2022-03-19,CREAM (BRITANNIA BOURBON)|CREAM (GOLDEN OREO)|GLUCOSE (PARLE-G)|MARIE (MARIE GOLD REGULAR)|KETCHUPS/SAUCES (DEL MONTE)|PROCESSED CHEESE (BRITANNIA CHEDDAR)|BUTTER (AMUL)
T2762,2022-03-19,PALMOLEIN REFINED OIL (01/03) (RUCHI GOLD)|BUTTER (AMUL)
T2763,2022-03-19,COUNT (KINDER JOY GIRLS)|MOULDED (DAIRY MILK)|GLUCOSE (SMILE)
T2764,2022-03-19,BLENDED OIL (SAFFOLA TOTAL)
T2765,2022-03-19,BLENDED OIL (SAFFOLA TOTAL)
T2767,2022-03-19,SUGAR PANNED (GEMS)
T2770,2022-03-19,KETCHUPS/SAUCES (KISSAN FRESH KETCHUP)|POWDERED SALT (TATA SALT)|SOOJI (SAMRAT)
T2772,2022-03-20,GLUCOSE (PARLE-G)
T2774,2022-03-20,WASHING POWDERS/LIQUIDS (ARIEL TOP LOAD)|STAIN REMOVERS (VANISH)
T2775,2022-03-20,HOT CEREALS (SAFFOLA CLASSIC MASALA)|RICE BRAN (FORTUNE)|ATTA (AASHIRVAAD MULTIGRAINS)
T2776,2022-03-20,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T2779,2022-03-20,PROCESSED CHEESE (AMUL)
T2784,2022-03-20,MAIN PACKS (BROOKE BOND RED LABEL)|DESSERT MIXES (BLUE BIRD)
T2786,2022-03-20,CHOCOLATE PANNED (NUTTIES)
T2791,2022-03-20,BLENDED (CHING'S SECRET)
T2794,2022-03-21,GLUCOSE (PARLE-G)
T2796,2022-03-21,BUTTER (AMUL)
T2797,2022-03-21,BLENDED OIL (SAFFOLA GOLD)
T2800,2022-03-21,MARIE (MARIE GOLD REGULAR)
T2803,2022-03-21,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T2807,2022-03-21,BROWN POWDERS (BOURNVITA)
T2808,2022-03-21,SWEET/COOKIES (NICE TIME)|SALT CRACKER (MONACO)
T2815,2022-03-21,KETCHUPS/SAUCES (KISSAN NO ONION NO GARLIC)
T2817,2022-03-21,SWEET/COOKIES (BOURNVITA)|CREAM (PARLE MAGIX STRAWBERRY)|CREAM (PARLE KREAMS PINEAPPLE)|CREAM (PARLE KREAMS MANGO)|CREAM (PARLE KREAMS CHOCOLATE)|MARIE (VITA MARIE GOLD)|GLUCOSE (PARLE-G)
T2843,2022-03-23,MAIN PACKS (BROOKE BOND TAJ MAHAL TEA BAGS)
T2844,2022-03-23,BUTTER (AMUL)
T2846,2022-03-23,POWDERED SALT (TATA SALT)
T2849,2022-03-23,CEREAL BARS (RITE BITE)
T2850,2022-03-23,SWEET/COOKIES (BISK FARM JUST GINGER)
T2852,2022-03-23,WASHING POWDERS/LIQUIDS (SURF EXCEL QUICK WASH)|PROCESSED CHEESE (AMUL)
T2856,2022-03-23,MOULDED (DAIRY MILK)|SUGAR PANNED (GEMS)|EXTRUDED SNACKS (NENIMEMI)
T2859,2022-03-23,ATTA (AASHIRVAAD MULTIGRAINS)
T2862,2022-03-23,SUN FLOWER (SUNDROP SUPERLITE ADVANCED)
T2863,2022-03-23,PROCESSED CHEESE (AMUL)
T2864,2022-03-23,BLENDED (EVEREST)|BASMATI RICE (KOHINOOR PLATINUM)
T2869,2022-03-23,MAIN PACKS (GIRNAR)|MAIN PACKS (GIRNAR)
T2870,2022-03-23,COUNT (5 STAR)|ATTA (AASHIRVAAD SELECT)
T2871,2022-03-24,GLUCOSE (PARLE-G)
T2872,2022-03-24,MAIN PACKS (ROYAL CUP)
T2873,2022-03-24,CREAM (FAB! BOURBON)|FABRIC SOFTNERS (COMFORT BLUE - MORNING FRESH)
T2875,2022-03-24,PASTA (BAMBINO PASTA)
T2881,2022-03-24,BLENDED (EVEREST)|BANANA CHIPS/LACHA/OTHERS (GARDEN)
T2884,2022-03-24,DESSERT MIXES (GITS)
T2888,2022-03-24,SOOJI (SAMRAT)
T2895,2022-03-24,SOOJI (SAMRAT)
T2896,2022-03-25,MAIN PACKS (SOCIETY LEAF)
T2898,2022-03-25,MARIE (VITA MARIE GOLD)
T2899,2022-03-25,POWDERS (ENO FRUIT SALT)|READY TO COOK CURRY PASTES/POW (RASOI MAGIC)|MAIN PACKS (SOCIETY LEAF)|BLENDED (KAPOL)|BLENDED (BADSHAH)|BLENDED (BADSHAH)|KETCHUPS/SAUCES (KISSAN NO ONION NO GARLIC)|ATTA (AASHIRVAAD WHOLE WHEAT)
T2901,2022-03-25,BUTTER (AMUL)
T2903,2022-03-25,SUN FLOWER (SUNDAY)
T2904,2022-03-25,POWDERED SALT (TATA SALT)
T2907,2022-03-25,ATTA (AASHIRVAAD WHOLE WHEAT)|BROWN POWDERS (BOURNVITA)
T2910,2022-03-25,BUTTER (AMUL)
T2912,2022-03-25,PROCESSED CHEESE (AMUL)
T2914,2022-03-25,READY TO COOK SNACKS MIXES (TALOD)|SOOJI (SAMRAT)|MAIDA (SAMRAT)
T2917,2022-03-25,POPCORN (ACT II INSTANT POPCORN)|POPCORN (ACT II INSTANT POPCORN)|POPCORN (ACT II INSTANT POPCORN)|SOOJI (SAMRAT)
T2919,2022-03-25,MAIN PACKS (SOCIETY LEAF)
T2920,2022-03-25,BUTTER (AMUL)|POWDERED SALT (TATA SALT)
T2922,2022-03-26,HOT CEREALS (QUAKER OATS)
T2927,2022-03-26,LIQUIDS (LIZOL DISINFECT FLR CLNR)
T2929,2022-03-26,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T2930,2022-03-26,POWDERED SALT (TATA SALT)
T2932,2022-03-26,TRADITIONAL (VIM)
T2935,2022-03-26,SUN FLOWER (SUNDAY)
T2936,2022-03-26,BROWN POWDERS (BOURNVITA)
T2941,2022-03-26,EXTRUDED SNACKS (CHHEDAS)|BANANA CHIPS/LACHA/OTHERS (NATIONAL)
T2942,2022-03-26,HOT CEREALS (QUAKER OATS)|HOT CEREALS (QUAKER OATS)|MOULDED (DAIRY MILK)|COUNT (5 STAR)
T2944,2022-03-26,PROCESSED CHEESE (AMUL)
T2949,2022-03-27,READY TO EAT CEREALS (KELLOGG'S CORNFLAKE CORN)|GLUCOSE (PARLE-G)|SALT CRACKER (MONACO)
T2950,2022-03-27,PACKAGED PURE GHEE (AMUL)
T2952,2022-03-27,BUTTER (AMUL)
T2957,2022-03-27,SALT CRACKER (BISK FARM SNACKES)|OTHER BISCUITS (BISK FARM)|CREAM (BISK FARM ELAICHI WONDER)|OTHER BISCUITS (BISK FARM)|MARIE (BISK FARM MARIE)|NON-SALT CRACKER (BISK FARM TOP)
T2961,2022-03-27,BLENDED (JALANI)|HAND WASH (DETTOL ORIGINAL)|SALT CRACKER (MONACO)|NON-SALT CRACKER (PARLE KRACK JACK)|GLUCOSE (PARLE-G GOLD)|POWDERED SALT (SAFFOLA)|PACKAGED PURE GHEE (VIJAYA)|MAIN PACKS (TATA AGNI DUST)|ATTA (AASHIRVAAD WHOLE WHEAT)
T2963,2022-03-27,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T2964,2022-03-27,SUN FLOWER (SUNDAY)
T2968,2022-03-27,MAIN PACKS (SOCIETY LEAF)|PALMOLEIN REFINED OIL (01/03) (RUCHI GOLD)
T2969,2022-03-27,MOULDED (DAIRY MILK)
T2970,2022-03-28,GLUCOSE (PARLE-G)
T2971,2022-03-28,GROUND NUT OIL (DHARA)
T2975,2022-03-28,NON-ALKALINE (EVEREADY 1015)
T2976,2022-03-28,IN THE CISTERN (HARPIC FLUSH MATIC AQUA)
T2977,2022-03-28,SOOJI (SAMRAT)
T2978,2022-03-28,HAND WASH (DETTOL ORIGINAL)
T2983,2022-03-28,BLENDED (CHING'S SECRET)|NOODLES (CHING'S SECRET)
T2986,2022-03-28,DETERGENT CAKES/BARS (SURF EXCEL)
T2989,2022-03-28,INSTANT NOODLES (MAGGI MASALA)
T2991,2022-03-28,GLUCOSE (PARLE-G)
T2994,2022-03-28,HOT CEREALS (SAFFOLA CLASSIC MASALA)
T2997,2022-03-29,INSTANT NOODLES (MAGGI MASALA)
T2998,2022-03-29,STAIN REMOVERS (VANISH)|LIQUIDS (LIZOL DISINFECT FLR CLNR)
T3000,2022-03-29,BLENDED OIL (SAFFOLA GOLD)
T3002,2022-03-29,TRADITIONAL (VIM)
T3006,2022-03-29,ATTA (AASHIRVAAD SUPERIOR MP)|POWDERED SALT (TATA SALT)
T3007,2022-03-29,MAIN PACKS (TATA PREMIUM)
T3009,2022-03-29,KETCHUPS/SAUCES (KISSAN NO ONION NO GARLIC)|MAIDA (SAMRAT)
T3011,2022-03-29,SOOJI (SAMRAT)|NON-SALT CRACKER (PARLE KRACK JACK)
T3013,2022-03-29,CREAM (BRITANNIA BOURBON)
T3014,2022-03-29,BUTTER (AMUL)
T3015,2022-03-29,KETCHUPS/SAUCES (KISSAN NO ONION NO GARLIC)|RIGID (VATIKA)|SEV BHUJIA (HALDIRAM SEV BHUJIA)|MAIDA (SAMRAT)|SOOJI (SAMRAT)|HAND WASH (DETTOL ORIGINAL)|TRADITIONAL (VIM)|PURE (VANDEVI)|HOT CEREALS (QUAKER OATS)|MAIN PACKS (BROOKE BOND TAJ MAHAL)|SUN FLOWER (FORTUNE)|PACKAGED PURE GHEE (VIJAYA)
T3020,2022-03-29,SWEET/COOKIES (HAPPY HAPPY)|CREAM (PARLE KREAMS CHOCOLATE)|SWEET/COOKIES (GOOD DAY BUTTER)|SALT CRACKER (MONACO)
T3021,2022-03-29,READY TO COOK SOUPS (CHING'S SECRET)
T3094,2022-02-03,MARIE (MARIE GOLD REGULAR)|BUTTER (AMUL)
T3095,2022-02-03,SALT CRACKER (MONACO)|GLUCOSE (PARLE-G)
T3097,2022-02-03,SWEET/COOKIES (GOOD DAY NUTS)|GLUCOSE (PARLE-G)|DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T3101,2022-02-03,MARGARINE (DELICIOUS)|READY TO EAT CEREALS (MOHUN'S NEW LIFE CORN FLAKES)
T3102,2022-02-03,HOT CEREALS (SAFFOLA CLASSIC MASALA)
T3105,2022-02-03,NON-SALT CRACKER (LITTLE HEARTS)|POTATO WAFERS (BALAJI TOMATO MASTI CHIPS)
T3107,2022-02-03,WASHING POWDERS/LIQUIDS (WHEEL GREEN)
T3108,2022-02-03,GLUCOSE (PARLE-G)
T3113,2022-02-03,SUN FLOWER (FORTUNE)
T3116,2022-02-03,BLENDED (JALANI)
T3118,2022-02-03,KETCHUPS/SAUCES (SURABHI)|CREAM (BRITANNIA BOURBON)
T3120,2022-02-03,MILK (MILK BIKIS REGULAR)
T3121,2022-02-03,MARIE (MARIE GOLD REGULAR)
T3123,2022-02-03,SUN FLOWER (SUNDAY)
T3132,2022-02-03,DAL (BALAJI MOONG DAL)
T3133,2022-02-03,INSTANT NOODLES (MAGGI MASALA)
T3134,2022-02-03,LIQUIDS (SUNNY)
T3136,2022-02-03,CONCTN POWDERS (TANG)
T3140,2022-02-03,PROCESSED CHEESE (AMUL)
T3145,2022-03-03,SALT CRACKER (MONACO)
T3146,2022-03-03,GLUCOSE (PARLE-G)
T3148,2022-03-03,TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)|CREAM (PARLE KREAMS GOLD ELAICHI)|GLUCOSE (MAGIX)|NON-SALT CRACKER (PARLE KRACK JACK)|SALT CRACKER (MONACO)|SWEET/COOKIES (PARLE 20-20 CASHEW)|CREAM (PARLE KREAMS MANGO)|CREAM (PARLE KREAMS CHOCOLATE)
T3149,2022-03-03,DESSERT MIXES (BLUE BIRD)
T3152,2022-03-03,BLENDED (JALANI)
T3153,2022-03-03,BUTTER (AMUL)
T3155,2022-03-03,BLENDED (MAGGI)
T3156,2022-03-03,PROCESSED CHEESE (AMUL)
T3159,2022-03-03,INSTANT NOODLES (MAGGI MASALA)
T3161,2022-03-03,VERMICILLI (ELEPHANT)
T3164,2022-03-03,PACKAGED PURE GHEE (GOWARDHAN)
T3170,2022-03-03,COUNT (KINDER JOY BOYS)|SUN FLOWER (SUNDAY)
T3171,2022-03-03,CREAM (BRITANNIA BOURBON)
T3173,2022-03-03,MAIN PACKS (ROYAL CUP)|EXTRUDED SNACKS (BALAJI)|SALT CRACKER (MONACO)
T3174,2022-03-03,MARIE (MARIE GOLD REGULAR)|KETCHUPS/SAUCES (SURABHI)
T3175,2022-03-03,BLENDED (KAPOL)|BRANDED (PARACHUTE)
T3181,2022-04-03,HOT CEREALS (SAFFOLA CURRY & PEPPER)|HOT CEREALS (SAFFOLA CLASSIC MASALA)
T3182,2022-04-03,GLUCOSE (PARLE-G)
T3183,2022-04-03,POWDERED SALT (JIVANA)
T3184,2022-04-03,POWDERED SALT (JIVANA)|MARIE (MARIE GOLD REGULAR)|GLUCOSE (PARLE-G GOLD)
T3186,2022-04-03,PROCESSED CHEESE (AMUL)
T3187,2022-04-03,AGARBATTI (CYCLE 3 IN 1)
T3188,2022-04-03,BLENDED (EVEREST KESAR MILK)
T3190,2022-04-03,CREAM (GOLDEN OREO)
T3192,2022-04-03,VERMICILLI (ELEPHANT)
T3196,2022-04-03,BUTTER (AMUL)
T3198,2022-04-03,INSTANT NOODLES (MAGGI MASALA)|GLUCOSE (PARLE-G)|CONCTN POWDERS (TANG)|VERMICILLI (ELEPHANT)|AGARBATTI (CYCLE)
T3200,2022-04-03,SWEET/COOKIES (GOOD DAY CASHEW)|NON-SALT CRACKER (50-50 REGULAR)
T3201,2022-04-03,SWEET/COOKIES (BOURNVITA)|MARIE (MARIE GOLD REGULAR)
T3203,2022-04-03,MOULDED (DAIRY MILK)
T3205,2022-04-03,VERMICILLI (ELEPHANT)|HOT CEREALS (QUAKER OATS)|SUN FLOWER (SUNDAY)|SEV BHUJIA (HALDIRAM SEV BHUJIA)
T3208,2022-04-03,COUNT (KINDER JOY BOYS)
T3209,2022-04-03,STEEL SCRUB (GALA SUPER SCRUB)|MAIDA (SAMRAT)|MAIDA (SAMRAT)
T3211,2022-04-03,SUGAR PANNED (GEMS)
T3213,2022-04-03,DAL (BALAJI MOONG DAL)
T3217,2022-05-03,SWEET/COOKIES (BOURNVITA)|SWEET/COOKIES (HAPPY HAPPY)|WASHING POWDERS/LIQUIDS (WHEEL GREEN)
T3218,2022-05-03,MARIE (MARIE GOLD REGULAR)
T3219,2022-05-03,READY TO COOK CURRY PASTES/POW (SUHANA)
T3220,2022-05-03,READY TO COOK CURRY PASTES/POW (SUHANA)
T3221,2022-05-03,BANANA CHIPS/LACHA/OTHERS (GARDEN)
T3222,2022-05-03,SEV BHUJIA (HALDIRAM ALU BHUJIA)
T3226,2022-05-03,MOULDED (DAIRY MILK)|MUSTARD/RAPE SEED (TEZ M OIL)|MOULDED (DAIRY MILK)|NON-SALT CRACKER (50-50 MSK CK)
T3227,2022-05-03,MOULDED (DAIRY MILK)
T3228,2022-05-03,MAIN PACKS (GIRNAR)
T3229,2022-05-03,COUNT (CADBURY FUSE)|MOULDED (DAIRY MILK SILK)
T3230,2022-05-03,COUNT (5 STAR)
T3234,2022-05-03,MARGARINE (DELICIOUS)
T3240,2022-05-03,VERMICILLI (ELEPHANT)
T3241,2022-05-03,HOT CEREALS (QUAKER OATS)|SWEET/COOKIES (PARLE 20-20 CASHEW)|GLUCOSE (PARLE-G)
T3244,2022-05-03,MAIN PACKS (SOCIETY LEAF)
T3246,2022-05-03,SWEET/COOKIES (HIDE & SEEK CHOCOLATE CHIP)|SUGAR PANNED (GEMS)
T3247,2022-05-03,COATED WAFER BISC (PERK)|GLUCOSE (PARLE-G)
T3249,2022-05-03,MOULDED (CRACKLE)|POWDERED SALT (TATA SALT)|BLENDED (EVEREST)
T3251,2022-05-03,OTHER FACE CREAMS (DHATHRI FAIRNESS FACE PACK)
T3252,2022-05-03,COATED WAFER BISC (PERK)|MOULDED (DAIRY MILK)
T3288,2022-07-03,DAL (BALAJI MOONG DAL)|NON-SALT CRACKER (PARLE KRACK JACK)|MARIE (MARIE GOLD REGULAR)
T3289,2022-07-03,MAIN PACKS (SOCIETY LEAF)
T3290,2022-07-03,COATED WAFER BISC (PERK)
T3294,2022-07-03,TIL OIL (TILSONA TIL OIL)
T3295,2022-07-03,HOT CEREALS (SAFFOLA CURRY & PEPPER)
T3296,2022-07-03,MAIN PACKS (TATA AGNI EXTRA STRONG LEAVES)|MARGARINE (DELICIOUS)|ATTA (AASHIRVAAD WHOLE WHEAT)
T3301,2022-07-03,POWDERED SALT (TATA SALT)|KETCHUPS/SAUCES (KISSAN NO ONION NO GARLIC)|CREAM (PARLE KREAMS CHOCOLATE)|INSTANT NOODLES (MAGGI MASALA)|GLUCOSE (PARLE-G)|BUTTER (AMUL)
T3303,2022-07-03,SEV BHUJIA (HALDIRAM SEV BHUJIA)|MARIE (BISK FARM MARIE)|SUGAR PANNED (GEMS)
T3306,2022-07-03,MARIE (MARIE GOLD REGULAR)
T3307,2022-07-03,JAMS (KISSAN)
T3312,2022-07-03,COUNT (5 STAR)
T3313,2022-07-03,SEV BHUJIA (HALDIRAM SEV BHUJIA)
T3315,2022-07-03,BRANDED (PARACHUTE)
T3321,2022-08-03,SWEET/COOKIES (NUTRICHOICE DIGESTIVE)
T3322,2022-08-03,BUTTER (AMUL)
T3323,2022-08-03,SWEET/COOKIES (GOOD DAY BUTTER)
T3327,2022-08-03,BUTTER (AMUL)
T3328,2022-08-03,SWEET/COOKIES (GOOD DAY BUTTER)
T3330,2022-08-03,PROCESSED CHEESE (AMUL)|MARIE (MARIE GOLD REGULAR)
T3332,2022-08-03,POWDERED SALT (JIVANA)
T3335,2022-08-03,POWDERED SALT (JIVANA)
T3337,2022-08-03,NON-SALT CRACKER (BISK FARM GOOGLY)
T3339,2022-08-03,BLENDED (EVEREST)
T3344,2022-08-03,POWDERS (ENO FRUIT SALT)
T3399,2022-11-03,COUNT (5 STAR)|SUGAR PANNED (GEMS)
T3402,2022-11-03,MARIE (MARIE GOLD REGULAR)|JAMS (KISSAN)|GLUCOSE (PARLE-G)
T3404,2022-11-03,BUTTER (AMUL)
T3405,2022-11-03,MOULDED (DAIRY MILK SILK)
T3407,2022-11-03,INSTANT NOODLES (MAGGI MASALA)
T3408,2022-11-03,BUTTER (AMUL)
T3409,2022-11-03,VERMICILLI (ELEPHANT)
T3410,2022-11-03,SEV BHUJIA (GARDEN)
T3411,2022-11-03,INSTANT NOODLES (MAGGI MASALA)
T3414,2022-11-03,INSTANT NOODLES (MAGGI MASALA)
T3415,2022-11-03,MAIN PACKS (SOCIETY LEAF)|GLUCOSE (PARLE-G)
T3416,2022-11-03,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|MARGARINE (DELICIOUS)
T3423,2022-11-03,KETCHUPS/SAUCES (KISSAN NO ONION NO GARLIC)
T3427,2022-11-03,KETCHUPS/SAUCES (KISSAN FRESH KETCHUP)
T3429,2022-11-03,INSTANT NOODLES (MAGGI MASALA)
T3462,2022-03-13,AGARBATTI (CYCLE 3 IN 1)|KETCHUPS/SAUCES (CHING'S SECRET)|KETCHUPS/SAUCES (CHING'S SECRET)
T3466,2022-03-13,POWDERED SALT (TATA SALT)
T3477,2022-03-13,MAIDA (SAMRAT)|MARIE (MARIE GOLD REGULAR)
T3479,2022-03-13,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)
T3488,2022-03-13,READY TO COOK CURRY PASTES/POW (SUHANA)
T3489,2022-03-13,PASTA (BAMBINO PASTA)
T3490,2022-03-13,BUTTER (AMUL)|GROUND NUT OIL (DHARA)
T3492,2022-03-13,BLENDED (CHING'S SECRET)
T3494,2022-03-13,MARGARINE (NUTRALITE)
T3495,2022-03-13,COATED WAFER BISC (PERK)|EXTRUDED SNACKS (TOO YUMM MULTIGRAIN CHIPS)
T3496,2022-03-13,BLENDED (CHING'S SECRET)
T3500,2022-03-14,SWEET/COOKIES (GOOD DAY BUTTER)|NON-SALT CRACKER (PARLE KRACK JACK)
T3503,2022-03-14,AGARBATTI (CYCLE 3 IN 1)|SUN FLOWER (SUNDAY)|GLUCOSE (PARLE-G)|COUNT (5 STAR)|GLUCOSE (PARLE-G)
T3508,2022-03-14,SUN FLOWER (SUNDAY)
T3510,2022-03-14,POWDERED SALT (TATA SALT)|BANANA CHIPS/LACHA/OTHERS (RITE BITE MAX PROTEIN)
T3515,2022-03-14,SEV BHUJIA (GARDEN)|MIX/CHIVRA/CHANACHUR (GARDEN)
T3517,2022-03-14,READY TO COOK CURRY PASTES/POW (SUHANA)
T3518,2022-03-14,MARIE (VITA MARIE GOLD)|PASTA (DEL MONTE)
T3520,2022-03-14,INSTANT NOODLES (MAGGI MASALA)
T3522,2022-03-14,INSTANT NOODLES (SUNFEAST YIPPEE MAGIC MASALA)|CREAM (BRITANNIA BOURBON)
T3529,2022-03-15,ATTA (AASHIRVAAD WHOLE WHEAT)
T3530,2022-03-15,COATED WAFER BISC (PERK)
T3532,2022-03-15,PASTA (MAGGI PAZZTA CHEESE MACRONI)|MARIE (VITA MARIE GOLD)|INSTANT NOODLES (MAGGI MASALA)|CREAM (CHAMPION GOLD)
T3533,2022-03-15,CREAM (BISK FARM CREAM)|TIL OIL (TEZ)|MARIE (MARIE GOLD REGULAR)|SWEET/COOKIES (NUTRICHOICE DIGESTIVE)|SWEET/COOKIES (NICE TIME)|MAIDA (SAMRAT)
T3534,2022-03-15,SWEET/COOKIES (GOOD DAY BUTTER)|SWEET/COOKIES (GOOD DAY NUTS)|SWEET/COOKIES (GOOD DAY CASHEW)|NON-SALT CRACKER (BISK FARM TOP)
T3537,2022-03-15,SWEET/COOKIES (GOOD DAY CASHEW)
T3541,2022-03-15,KETCHUPS/SAUCES (MPS)|BUTTER (AMUL)
T3546,2022-03-15,MAIN PACKS (WAGH BAKRI PATTI LEAF)
T3549,2022-03-15,CREAM (TREAT JAM)|INSTANT NOODLES (MAGGI MASALA)
T3552,2022-03-15,NON-SALT CRACKER (50-50 MSK CK)
T3554,2022-03-15,MAIN PACKS (SOCIETY LEAF)
T3616,2022-03-17,NON-SALT CRACKER (PARLE TOP)|BLENDED (EVEREST)|CREAM (BRITANNIA BOURBON)
T3617,2022-03-17,COATED WAFER BISC (PERK)|SALT CRACKER (MONACO)|MARIE (MARIE GOLD REGULAR)
T3618,2022-03-17,MARGARINE (DELICIOUS)|POWDERS (ENO FRUIT SALT)
T3619,2022-03-17,SALT CRACKER (MONACO)|SWEET/COOKIES (GOOD DAY CASHEW)|CREAM (GOLDEN OREO)|BLENDED (CHING'S SECRET)|SWEET/COOKIES (GOOD DAY BUTTER)|AGARBATTI (CYCLE 3 IN 1)
T3623,2022-03-17,SEV BHUJIA (GARDEN)
T3626,2022-03-17,MAIN PACKS (BROOKE BOND RED LABEL)
T3628,2022-03-17,CREAM (OREO VANILLA)
T3631,2022-03-17,MARIE (MARIE GOLD REGULAR)|MARIE (MARIE GOLD REGULAR)
T3632,2022-03-17,MAIDA (SAMRAT)
T3634,2022-03-17,COUNT (5 STAR)
T3643,2022-03-17,EXTRUDED SNACKS (PEPPY)|PACKAGED PURE GHEE (GOWARDHAN)|CREAM (PARLE MAGIX STRAWBERRY)|CREAM (TREAT FRUIT CREAM)|SALT CRACKER (MONACO)
T3647,2022-03-17,READY TO EAT CEREALS (KELLOGG'S KPAK CHOCOS)|MARIE (MARIE GOLD REGULAR)|BROWN POWDERS (BLUE BIRD)
T3649,2022-03-18,MAIN PACKS (BROOKE BOND RED LABEL NAT CARE)|MARIE (MARIE GOLD REGULAR)
T3650,2022-03-18,NON-SALT CRACKER (BISK FARM GOOGLY)
T3651,2022-03-18,COUNT (5 STAR)|EXTRUDED SNACKS (CORNITOS)|MARIE (MARIE GOLD REGULAR)
T3656,2022-03-18,DAIRY WHITNERS (EVERYDAY DAIRY WHITNER)
T3661,2022-03-18,MOULDED (DAIRY MILK)|MARIE (MARIE GOLD REGULAR)
T3662,2022-03-18,BUTTER (AMUL)
T3664,2022-03-18,GLUCOSE (PARLE-G)
T3665,2022-03-18,READY TO COOK SOUPS (CHING'S SECRET)
T3667,2022-03-18,JAMS (KISSAN)
T3668,2022-03-18,SWEET/COOKIES (GOOD DAY BUTTER)|MARIE (MARIE GOLD REGULAR)|SWEET/COOKIES (BISK FARM)|NON-SALT CRACKER (PARLE KRACK JACK)
T3676,2022-03-19,BROWN POWDERS (BOURNVITA)|INSTANT NOODLES (MAGGI MASALA)
T3678,2022-03-19,MARIE (MARIE GOLD REGULAR)
T3682,2022-03-19,COUNT (5 STAR)
T3683,2022-03-19,GLUCOSE (PARLE-G)|SALT CRACKER (MONACO)|SWEET/COOKIES (GOOD DAY CASHEW)
T3687,2022-03-19,ATTA (SAMRAT)|SWEET/COOKIES (GOOD DAY CASHEW)|SWEET/COOKIES (BOURNVITA)|CREAM (FAB! BOURBON)|SALT CRACKER (MONACO)|MARIE (MARIE GOLD REGULAR)|PREMIUM (MYSORE SANDAL)|TOOTH PASTES (COLGATE MAXFRSH SPICY FRSH RED)
T3690,2022-03-19,MAIN PACKS (TATA PREMIUM)
T3696,2022-03-19,GLUCOSE (PARLE-G GOLD)
T3697,2022-03-19,INSTANT NOODLES (MAGGI MASALA)
T3700,2022-03-19,MOULDED (DAIRY MILK)
T3701,2022-03-19,BLENDED (CHING'S SECRET)
T3706,2022-03-19,READY TO COOK SNACKS MIXES (GITS)
T3709,2022-03-19,SWEET/COOKIES (GOOD DAY CASHEW)|SALT CRACKER (MONACO)|SWEET/COOKIES (GOOD DAY BUTTER)|COUNT (5 STAR)|SWEET/COOKIES (NICE TIME)
T3710,2022-03-19,SWEET/COOKIES (HAPPY HAPPY)|MARGARINE (DELICIOUS)
T3712,2022-03-19,BANANA CHIPS/LACHA/OTHERS (NATIONAL)
T3714,2022-03-20,COATED WAFER BISC (PERK)|HOT CEREALS (QUAKER OATS)
T3717,2022-03-20,CREAM (GOLDEN OREO)|CREAM (OREO CHOCOLATE)|MARIE (MARIE GOLD REGULAR)|MARIE (MARIE GOLD REGULAR)|SWEET/COOKIES (UNIBIC)
T3718,2022-03-20,NON-SALT CRACKER (BISK FARM GOOGLY)
